Cliente_ID;Tempo_permanencia_horas;Gasto_reais
30360;7.56;177.35
30361;9.36;297.26
30362;11.48;855.54
30363;11.48;187.84
30364;2.96;1297.42
30365;1.45;1241.48
30366;2.3;653.93
30367;3.19;1072.35
30368;0.61;1023.52
30369;3.66;520.64
30370;3.42;284.15
30371;8.1;839.02
30372;7.96;865.11
30373;10.59;377.84
30374;9.56;1293.57
30375;6.02;1433.64
30376;6.23;477.56
30377;11.8;1308.97
30378;9.36;1033.68
30379;8.61;730.14
30380;9.13;1004.05
30381;6.69;743.57
30382;3.9;1273.61
30383;7.41;1426.63
30384;7.65;1288.7
30385;2.59;1380.42
30386;2.67;832.06
30387;9.0;1345.51
30388;11.36;1199.13
30389;2.3;1254.97
30390;3.55;361.9
30391;9.22;938.27
30392;1.66;906.61
30393;7.53;470.65
30394;11.52;217.79
30395;4.05;801.3
30396;1.35;724.95
30397;8.94;596.42
30398;9.08;1138.42
30399;9.34;199.25
30400;1.35;540.38
30401;5.07;1083.25
30402;9.28;291.37
30403;11.82;1399.27
30404;3.88;963.21
30405;10.15;1044.02
30406;2.23;289.0
30407;4.99;795.79
30408;6.25;1216.14
30409;1.27;1485.17
30410;11.93;1086.29
30411;8.42;1371.06
30412;1.47;1166.13
30413;0.27;1158.48
30414;9.25;497.57
30415;8.27;639.05
30416;4.24;835.28
30417;9.89;1074.92
30418;6.14;620.85
30419;0.65;927.48
30420;8.83;476.48
30421;10.84;1364.07
30422;3.22;1181.84
30423;1.01;1258.8
30424;4.79;445.25
30425;3.21;637.91
30426;7.88;889.98
30427;5.01;1441.11
30428;8.06;1130.4
30429;4.94;1135.56
30430;11.1;1190.83
30431;10.07;1467.06
30432;3.87;438.31
30433;0.19;712.41
30434;11.96;292.64
30435;1.87;949.63
30436;1.27;735.91
30437;8.08;1442.39
30438;3.93;688.55
30439;8.37;787.11
30440;0.25;219.91
30441;6.05;1154.58
30442;0.69;178.04
30443;8.99;1248.15
30444;6.28;434.91
30445;0.83;522.81
30446;11.59;618.33
30447;9.41;1079.92
30448;9.6;218.25
30449;0.3;684.18
30450;9.77;403.21
30451;0.9;1221.49
30452;8.31;1151.7
30453;4.08;1117.14
30454;0.93;843.81
30455;11.27;598.3
30456;5.81;730.42
30457;6.69;886.67
30458;10.11;1141.66
30459;10.52;1207.25
30460;1.74;1069.01
30461;4.43;400.56
30462;2.39;621.96
30463;5.38;284.67
30464;10.93;1484.27
30465;2.21;809.33
30466;0.38;271.46
30467;0.38;1206.57
30468;0.07;1162.04
30469;3.27;1381.71
30470;3.33;256.77
30471;9.83;1035.0
30472;2.76;308.01
30473;7.66;1353.83
30474;4.1;968.07
30475;8.73;1447.12
30476;10.86;1086.8
30477;0.09;601.5
30478;6.77;342.21
30479;3.83;797.54
30480;7.93;662.65
30481;11.52;375.84
30482;11.08;245.51
30483;7.91;963.06
30484;8.6;423.64
30485;5.69;395.4
30486;9.29;1476.08
30487;8.53;1246.69
30488;1.78;1495.54
30489;9.27;1412.7
30490;2.24;1203.88
30491;10.75;1083.51
30492;1.75;723.56
30493;10.51;443.92
30494;7.41;804.38
30495;2.25;196.85
30496;10.93;814.39
30497;11.04;1154.12
30498;0.36;446.33
30499;11.66;318.13
30500;4.09;988.23
30501;10.14;1478.91
30502;8.69;307.69
30503;1.14;492.14
30504;4.93;1146.16
30505;1.56;1272.11
30506;1.29;1309.33
30507;8.91;582.86
30508;8.75;1201.14
30509;6.7;1403.9
30510;4.28;1181.2
30511;8.15;406.1
30512;10.56;1231.06
30513;4.02;1341.93
30514;8.29;781.3
30515;10.73;248.63
30516;10.42;995.68
30517;4.45;1278.58
30518;3.78;780.69
30519;11.17;296.16
30520;9.21;415.88
30521;9.47;611.86
30522;8.93;907.31
30523;1.4;934.42
30524;5.26;305.73
30525;7.83;875.32
30526;3.21;508.8
30527;0.18;699.16
30528;7.29;819.13
30529;4.86;417.26
30530;8.73;679.24
30531;6.47;812.85
30532;1.59;196.61
30533;7.38;1058.86
30534;0.65;439.35
30535;1.5;337.0
30536;11.52;511.38
30537;8.91;547.7
30538;9.95;799.88
30539;11.04;628.94
30540;1.71;1321.33
30541;5.51;721.9
30542;5.55;825.62
30543;10.33;1338.25
30544;3.07;785.41
30545;3.5;1327.26
30546;11.29;253.68
30547;0.79;1031.85
30548;1.35;1431.75
30549;9.74;1115.66
30550;0.29;1209.44
30551;11.44;630.92
30552;0.77;187.01
30553;1.16;999.99
30554;10.91;1426.51
30555;10.82;374.12
30556;11.59;730.49
30557;5.86;1342.41
30558;2.04;238.79
30559;1.27;1262.67
30560;9.8;328.71
30561;2.96;379.45
30562;7.84;1488.7
30563;7.88;821.85
30564;10.21;1402.09
30565;10.29;640.3
30566;3.91;815.56
30567;4.67;357.36
30568;3.63;328.8
30569;3.24;295.21
30570;1.78;1486.27
30571;4.58;178.43
30572;5.09;574.42
30573;11.16;1380.54
30574;8.81;1080.87
30575;7.37;1424.58
30576;1.35;399.0
30577;11.98;1110.93
30578;4.86;1146.29
30579;10.43;1098.03
30580;11.71;236.96
30581;6.48;1474.18
30582;3.01;762.56
30583;1.61;254.99
30584;3.91;996.4
30585;9.44;165.87
30586;8.38;961.2
30587;11.69;1198.9
30588;9.37;337.7
30589;7.48;950.6
30590;1.22;684.38
30591;3.99;1336.12
30592;0.83;1467.13
30593;0.49;188.78
30594;1.31;1106.39
30595;10.2;202.09
30596;9.37;999.91
30597;6.68;1459.59
30598;10.8;395.58
30599;6.04;1248.08
30600;11.81;750.94
30601;8.26;584.71
30602;0.5;1167.29
30603;11.99;1379.56
30604;0.87;410.44
30605;10.24;1153.91
30606;1.01;924.74
30607;8.73;1166.03
30608;4.61;408.73
30609;9.92;401.93
30610;10.76;806.78
30611;11.76;1137.34
30612;2.22;310.82
30613;0.14;1308.88
30614;3.73;1497.5
30615;9.7;1323.85
30616;4.12;1421.3
30617;5.04;882.3
30618;11.64;250.55
30619;9.0;1227.06
30620;10.97;717.48
30621;8.0;832.71
30622;9.51;967.71
30623;9.1;1233.43
30624;1.32;1263.29
30625;11.57;421.65
30626;0.82;839.75
30627;10.59;528.6
30628;6.99;986.61
30629;2.08;1046.69
30630;11.77;509.81
30631;0.9;1247.79
30632;6.26;1222.88
30633;1.6;642.34
30634;4.0;1037.77
30635;5.06;1209.72
30636;8.35;1414.95
30637;7.33;561.52
30638;3.46;1113.34
30639;11.21;510.09
30640;4.39;1042.67
30641;4.72;869.06
30642;5.12;620.05
30643;9.95;848.64
30644;4.29;893.13
30645;7.15;360.32
30646;0.9;945.25
30647;3.24;162.04
30648;3.62;1430.26
30649;10.96;1325.36
30650;5.17;232.01
30651;1.9;466.32
30652;10.73;472.5
30653;1.39;1420.58
30654;2.1;1275.34
30655;8.42;1224.3
30656;5.93;265.5
30657;6.7;1481.97
30658;11.56;418.91
30659;11.68;1421.99
30660;2.9;1264.77
30661;2.22;864.98
30662;11.14;314.3
30663;5.37;1054.64
30664;4.74;557.5
30665;2.14;1401.79
30666;4.29;1066.16
30667;10.71;945.6
30668;3.2;682.89
30669;11.46;991.13
30670;3.2;1253.48
30671;9.96;822.7
30672;4.64;423.67
30673;7.3;1061.76
30674;9.27;236.92
30675;3.25;999.58
30676;0.99;544.16
30677;7.08;192.05
30678;5.19;1319.33
30679;9.67;1486.53
30680;2.32;360.56
30681;9.23;1290.84
30682;8.03;1169.42
30683;11.74;1034.35
30684;0.47;1413.32
30685;6.39;831.15
30686;0.31;1332.61
30687;0.45;1457.81
30688;7.26;554.01
30689;6.13;1408.16
30690;2.13;1214.64
30691;4.12;395.58
30692;8.19;772.01
30693;10.8;1223.02
30694;4.43;1427.28
30695;4.07;517.34
30696;1.42;687.12
30697;10.82;193.85
30698;10.41;356.45
30699;7.97;1424.66
30700;7.03;527.96
30701;2.59;1050.78
30702;9.06;874.22
30703;2.87;849.02
30704;8.42;1051.42
30705;8.87;388.58
30706;10.6;320.82
30707;5.82;925.78
30708;6.93;794.57
30709;6.45;1166.01
30710;1.61;760.82
30711;2.25;396.79
30712;7.03;379.95
30713;1.93;602.62
30714;7.25;259.46
30715;11.43;1450.54
30716;8.75;415.79
30717;6.71;269.03
30718;9.95;1319.61
30719;2.36;1021.71
30720;9.2;381.79
30721;7.8;1403.24
30722;4.72;987.84
30723;0.17;674.21
30724;9.56;1403.72
30725;11.25;311.71
30726;2.99;187.83
30727;2.21;947.15
30728;10.09;299.57
30729;3.81;812.83
30730;4.72;690.87
30731;0.0;1182.85
30732;10.18;644.55
30733;5.79;757.86
30734;6.94;269.8
30735;7.38;499.06
30736;11.74;1335.0
30737;6.44;1031.21
30738;1.94;388.61
30739;1.51;1044.96
30740;9.57;1321.94
30741;0.09;367.43
30742;7.93;1016.43
30743;0.28;1205.88
30744;2.89;1276.29
30745;0.09;1280.77
30746;8.48;952.36
30747;8.89;834.89
30748;10.6;214.24
30749;5.27;1376.96
30750;3.32;1096.68
30751;2.03;840.06
30752;5.11;1069.62
30753;6.07;588.92
30754;4.84;376.46
30755;3.27;406.97
30756;11.47;861.91
30757;7.91;232.8
30758;3.15;322.14
30759;0.33;341.08
30760;8.68;1100.47
30761;4.26;1146.07
30762;2.59;672.33
30763;1.35;1020.34
30764;10.29;1469.92
30765;1.24;1148.29
30766;6.33;1103.61
30767;4.19;633.12
30768;2.9;704.38
30769;7.27;997.24
30770;11.3;566.31
30771;11.43;1362.87
30772;9.61;872.2
30773;3.67;490.61
30774;8.89;1334.39
30775;5.85;1232.91
30776;5.21;1342.95
30777;1.23;1291.6
30778;5.84;1498.38
30779;2.75;226.92
30780;0.76;160.87
30781;3.78;1458.39
30782;7.02;163.34
30783;1.15;1301.36
30784;0.22;438.56
30785;10.77;734.63
30786;11.19;1435.79
30787;2.23;1457.83
30788;8.59;420.96
30789;8.81;1387.81
30790;2.59;827.76
30791;0.34;1292.38
30792;6.96;175.8
30793;11.44;1445.18
30794;10.51;1344.71
30795;1.9;969.12
30796;11.91;433.03
30797;1.93;694.93
30798;7.45;860.6
30799;10.69;1020.68
30800;8.98;523.3
30801;9.9;612.21
30802;5.09;686.34
30803;2.89;366.74
30804;6.17;447.92
30805;4.91;557.08
30806;2.35;1353.53
30807;4.48;360.87
30808;8.2;1242.83
30809;10.51;798.08
30810;10.18;1216.28
30811;2.45;670.23
30812;3.55;371.71
30813;5.74;849.04
30814;8.09;1457.78
30815;9.87;845.21
30816;2.6;608.57
30817;4.47;1079.19
30818;10.11;628.1
30819;3.35;1315.9
30820;4.85;1155.5
30821;0.59;1438.58
30822;10.64;338.75
30823;0.14;1427.2
30824;9.55;1321.8
30825;8.13;1450.88
30826;8.92;1341.98
30827;8.83;1287.71
30828;3.02;295.43
30829;8.79;930.88
30830;6.66;904.77
30831;7.57;1306.09
30832;5.6;264.48
30833;2.48;315.35
30834;7.3;208.2
30835;0.45;1040.67
30836;7.9;1398.56
30837;2.15;613.23
30838;1.6;1383.97
30839;5.81;1213.64
30840;8.34;1148.19
30841;2.65;379.54
30842;5.88;623.18
30843;0.64;393.55
30844;6.28;519.67
30845;8.07;358.72
30846;10.72;241.83
30847;8.17;350.79
30848;7.5;1440.57
30849;7.38;1396.15
30850;1.91;188.76
30851;11.47;1299.78
30852;6.91;1255.06
30853;5.03;722.85
30854;5.66;733.13
30855;5.34;497.21
30856;3.51;293.27
30857;11.83;1357.89
30858;10.2;1090.83
30859;3.55;223.84
30860;10.48;196.38
30861;7.33;1427.74
30862;4.75;709.05
30863;2.93;1195.88
30864;4.23;1306.2
30865;5.66;1030.33
30866;0.66;855.79
30867;6.93;522.27
30868;1.14;648.75
30869;0.33;497.28
30870;9.16;1368.07
30871;4.19;1422.43
30872;4.8;525.71
30873;9.81;707.08
30874;9.29;1371.65
30875;9.01;975.51
30876;5.97;829.12
30877;10.03;1246.51
30878;2.87;874.93
30879;7.63;599.51
30880;4.26;664.2
30881;1.08;553.36
30882;10.81;1257.19
30883;10.43;813.03
30884;2.05;218.12
30885;9.96;700.35
30886;8.47;1234.84
30887;1.2;735.77
30888;1.69;1397.07
30889;6.15;175.48
30890;3.71;300.57
30891;5.95;831.19
30892;1.41;1374.98
30893;7.26;1243.55
30894;6.55;1426.75
30895;9.0;497.48
30896;5.93;925.2
30897;7.8;1481.35
30898;3.24;1369.09
30899;2.59;274.01
30900;1.93;460.13
30901;2.61;206.04
30902;9.6;391.16
30903;11.31;456.49
30904;11.39;1070.84
30905;5.28;188.3
30906;4.99;520.98
30907;10.33;1005.26
30908;10.24;649.17
30909;0.59;442.23
30910;11.39;1281.79
30911;10.06;700.84
30912;4.3;926.76
30913;9.76;439.75
30914;3.25;1361.66
30915;5.75;1265.07
30916;9.33;558.95
30917;10.53;263.73
30918;1.21;231.98
30919;5.24;283.26
30920;6.22;1178.99
30921;5.56;1243.21
30922;11.29;544.57
30923;9.93;470.07
30924;9.68;648.53
30925;1.79;225.99
30926;7.78;1070.49
30927;5.33;770.01
30928;2.54;378.13
30929;6.2;794.03
30930;2.52;578.58
30931;5.34;1366.41
30932;9.48;352.29
30933;6.75;176.03
30934;7.69;1365.27
30935;2.15;1415.41
30936;11.56;1082.88
30937;9.79;319.39
30938;11.65;684.07
30939;6.71;178.37
30940;8.29;1020.74
30941;1.56;656.8
30942;9.77;1028.95
30943;2.19;440.88
30944;8.7;1153.83
30945;0.16;492.39
30946;10.99;768.29
30947;3.45;1110.79
30948;6.83;1163.37
30949;9.78;619.2
30950;3.91;747.52
30951;9.37;657.6
30952;1.62;952.91
30953;7.93;759.34
30954;7.1;327.86
30955;7.63;572.59
30956;11.04;209.2
30957;0.57;1368.27
30958;4.48;649.57
30959;4.1;326.86
30960;2.81;1334.62
30961;9.15;1367.06
30962;0.44;1232.76
30963;7.32;477.61
30964;2.93;476.9
30965;10.21;634.93
30966;8.56;243.24
30967;7.44;759.26
30968;7.0;887.92
30969;6.87;877.09
30970;9.91;161.23
30971;5.74;289.06
30972;7.81;312.91
30973;4.33;853.72
30974;8.47;937.18
30975;8.76;1201.01
30976;11.68;331.13
30977;8.9;991.59
30978;8.7;301.18
30979;7.15;613.51
30980;5.82;226.36
30981;9.09;381.94
30982;5.72;298.16
30983;1.39;999.87
30984;4.94;329.35
30985;1.47;1154.04
30986;11.05;507.24
30987;10.43;1173.7
30988;2.21;1316.3
30989;3.69;862.64
30990;7.87;1237.52
30991;7.25;1104.67
30992;6.48;1406.3
30993;6.89;703.71
30994;4.21;895.4
30995;4.2;460.53
30996;0.89;1411.54
30997;2.14;205.55
30998;0.74;779.85
30999;2.45;506.4
31000;11.39;873.33
31001;10.53;1162.77
31002;8.02;644.44
31003;9.12;1231.4
31004;0.88;1347.45
31005;10.04;592.91
31006;2.62;1424.84
31007;6.19;644.45
31008;2.45;465.31
31009;6.49;847.97
31010;4.69;549.27
31011;2.77;1401.68
31012;6.1;1342.47
31013;3.55;1083.83
31014;8.86;1097.45
31015;11.14;1248.09
31016;4.32;1322.37
31017;6.86;713.15
31018;0.34;200.29
31019;11.66;764.52
31020;4.11;448.14
31021;9.65;478.54
31022;7.27;584.54
31023;10.02;588.7
31024;10.18;316.75
31025;6.27;1225.56
31026;3.23;590.37
31027;10.09;211.56
31028;11.74;1064.05
31029;4.1;695.58
31030;9.55;902.47
31031;11.96;777.68
31032;8.46;965.8
31033;2.11;1092.67
31034;10.49;185.49
31035;4.25;898.75
31036;10.69;935.18
31037;7.92;1234.76
31038;0.95;430.28
31039;7.28;1317.89
31040;11.29;558.58
31041;3.59;1485.18
31042;2.06;285.5
31043;7.41;1391.93
31044;7.55;526.97
31045;6.83;358.42
31046;3.02;278.28
31047;6.56;405.16
31048;1.26;1115.57
31049;4.53;537.99
31050;1.69;988.35
31051;0.08;359.3
31052;5.1;953.79
31053;2.43;1368.03
31054;2.81;459.29
31055;1.32;710.45
31056;0.38;210.42
31057;5.63;1216.48
31058;2.31;557.36
31059;0.2;965.47
31060;5.19;1413.92
31061;5.14;554.38
31062;5.71;242.78
31063;1.65;1363.18
31064;9.08;1093.51
31065;3.66;657.89
31066;0.43;1359.65
31067;0.21;645.06
31068;1.86;921.89
31069;1.89;1099.13
31070;5.53;1303.31
31071;5.25;581.91
31072;9.42;204.01
31073;3.06;1439.41
31074;4.91;595.83
31075;3.48;1309.58
31076;4.73;616.3
31077;8.45;169.73
31078;4.09;948.92
31079;2.79;208.84
31080;11.93;244.39
31081;8.6;522.91
31082;11.5;1107.14
31083;9.89;1253.47
31084;0.49;408.82
31085;5.02;1321.49
31086;9.35;1071.62
31087;3.77;349.23
31088;3.17;383.65
31089;4.27;1422.08
31090;9.49;1327.86
31091;8.71;546.74
31092;0.79;1423.59
31093;2.55;536.43
31094;1.82;453.08
31095;10.75;503.65
31096;10.32;371.27
31097;0.81;1083.33
31098;1.72;732.43
31099;11.12;375.16
31100;8.98;628.73
31101;10.81;672.45
31102;6.23;651.45
31103;8.75;764.71
31104;10.77;1102.89
31105;0.42;723.05
31106;3.1;1233.73
31107;0.88;1175.83
31108;2.38;1027.03
31109;7.09;650.43
31110;0.77;1112.49
31111;11.39;204.47
31112;9.05;1457.51
31113;6.66;1040.06
31114;5.43;1060.47
31115;7.0;1077.22
31116;9.2;917.25
31117;5.59;329.16
31118;2.2;1461.22
31119;10.82;524.72
31120;8.52;205.8
31121;9.49;1263.77
31122;4.43;748.65
31123;10.22;1265.34
31124;7.83;480.24
31125;5.23;973.2
31126;9.99;202.69
31127;8.0;1147.92
31128;3.46;1385.73
31129;3.8;1010.29
31130;11.65;781.92
31131;5.27;225.5
31132;8.45;353.09
31133;6.01;579.02
31134;3.73;523.95
31135;6.16;621.36
31136;9.35;1171.78
31137;3.31;892.34
31138;2.4;562.77
31139;8.21;746.85
31140;3.69;1385.68
31141;6.63;734.71
31142;11.48;769.42
31143;0.84;758.17
31144;9.12;418.2
31145;9.74;1344.66
31146;9.12;463.27
31147;1.86;957.66
31148;3.2;477.87
31149;0.15;1339.62
31150;8.14;613.11
31151;10.46;957.86
31152;1.56;972.95
31153;6.82;955.98
31154;7.89;1000.63
31155;3.08;579.29
31156;4.26;255.53
31157;3.8;567.84
31158;6.42;1180.47
31159;5.68;1144.73
31160;3.9;1162.19
31161;1.59;1341.98
31162;10.44;1318.28
31163;1.31;621.9
31164;0.33;1327.54
31165;8.44;560.05
31166;9.35;1270.16
31167;6.02;850.15
31168;1.34;535.38
31169;6.46;1156.15
31170;6.11;247.5
31171;11.69;1121.42
31172;7.93;171.17
31173;10.04;1005.78
31174;10.23;258.89
31175;11.89;1318.09
31176;11.77;1290.7
31177;3.6;1418.54
31178;9.1;514.54
31179;3.36;1481.79
31180;2.23;924.35
31181;10.19;166.26
31182;7.47;356.3
31183;3.11;1429.06
31184;7.7;326.31
31185;3.17;559.42
31186;8.15;1383.05
31187;11.65;1198.69
31188;11.7;287.45
31189;8.22;1024.83
31190;11.66;978.44
31191;9.53;777.46
31192;8.17;1072.87
31193;2.15;906.89
31194;2.04;1039.33
31195;4.02;503.27
31196;6.72;1011.74
31197;7.66;1260.68
31198;10.69;1078.59
31199;6.43;648.99
31200;1.53;966.18
31201;0.93;915.73
31202;8.9;647.94
31203;11.69;173.06
31204;2.0;609.7
31205;8.45;211.21
31206;5.23;205.37
31207;2.81;416.52
31208;5.85;870.58
31209;4.51;532.81
31210;5.08;1107.07
31211;6.7;170.97
31212;5.87;312.55
31213;9.25;1378.02
31214;11.2;1143.14
31215;9.13;903.49
31216;4.13;374.71
31217;6.86;871.98
31218;1.75;726.01
31219;0.92;336.8
31220;5.16;592.52
31221;8.94;927.99
31222;8.31;1127.92
31223;4.02;334.47
31224;5.68;1303.27
31225;1.95;1135.29
31226;6.35;994.15
31227;11.66;1344.3
31228;11.71;642.21
31229;1.66;1457.15
31230;5.21;1025.61
31231;8.81;857.6
31232;6.77;1317.57
31233;6.58;806.74
31234;0.75;1465.53
31235;9.41;987.04
31236;7.51;1460.35
31237;1.27;383.2
31238;9.23;982.64
31239;7.93;1298.14
31240;5.91;322.81
31241;5.66;1283.52
31242;2.25;230.52
31243;6.65;171.77
31244;1.51;572.78
31245;1.17;1102.92
31246;7.84;388.61
31247;2.5;194.44
31248;0.15;1172.65
31249;5.34;784.62
31250;9.57;613.09
31251;3.56;853.19
31252;10.42;403.46
31253;10.42;600.95
31254;7.79;909.39
31255;5.32;1117.04
31256;1.23;1068.9
31257;6.98;305.62
31258;1.03;459.64
31259;1.22;1025.26
31260;2.54;532.4
31261;4.9;1212.53
31262;8.3;387.86
31263;3.91;954.2
31264;3.11;1077.17
31265;7.78;1412.13
31266;11.72;573.51
31267;8.76;833.6
31268;11.39;1025.09
31269;9.93;314.6
31270;0.95;761.66
31271;9.36;788.34
31272;5.61;1179.87
31273;5.25;898.72
31274;8.16;880.75
31275;7.74;797.31
31276;7.09;707.87
31277;4.96;1456.09
31278;7.76;1054.93
31279;10.05;275.86
31280;2.03;563.19
31281;6.5;1473.21
31282;9.94;1298.19
31283;10.94;1012.01
31284;0.09;374.04
31285;0.87;1370.81
31286;1.7;841.81
31287;3.15;351.35
31288;6.56;485.41
31289;0.22;745.89
31290;5.37;523.11
31291;0.49;732.21
31292;0.47;446.48
31293;3.89;439.47
31294;9.7;704.23
31295;6.65;1268.7
31296;3.08;778.8
31297;4.65;1458.76
31298;1.3;382.96
31299;0.89;733.82
31300;1.62;438.59
31301;10.24;1127.68
31302;8.35;1063.97
31303;11.08;1151.26
31304;7.91;1247.32
31305;4.09;471.8
31306;2.07;323.08
31307;8.7;469.29
31308;3.46;524.6
31309;1.02;1027.04
31310;11.16;440.37
31311;9.04;170.65
31312;7.9;1128.57
31313;5.46;544.52
31314;10.96;261.01
31315;3.15;859.42
31316;1.72;391.51
31317;9.86;1319.63
31318;10.79;1390.56
31319;6.38;1041.02
31320;3.94;790.03
31321;9.09;202.17
31322;8.22;586.4
31323;6.77;1002.8
31324;11.4;272.12
31325;6.3;265.3
31326;5.46;604.25
31327;0.29;280.92
31328;4.04;1019.83
31329;7.8;338.28
31330;11.83;1382.56
31331;8.75;831.83
31332;2.06;1162.48
31333;7.0;288.51
31334;1.27;682.9
31335;4.28;510.08
31336;9.65;1033.4
31337;3.46;194.85
31338;3.32;773.16
31339;3.5;1404.04
31340;7.0;1482.17
31341;8.34;177.48
31342;9.28;797.86
31343;0.33;807.47
31344;5.63;306.77
31345;5.71;926.66
31346;7.99;803.97
31347;4.58;952.88
31348;6.55;588.26
31349;11.53;1345.08
31350;3.75;840.48
31351;6.27;1466.58
31352;0.2;1128.25
31353;10.09;942.07
31354;5.61;1071.74
31355;11.4;266.09
31356;9.25;396.36
31357;4.39;298.8
31358;11.6;197.51
31359;8.08;519.65
31360;6.04;411.92
31361;1.43;753.26
31362;4.61;322.34
31363;8.47;772.17
31364;9.39;372.75
31365;1.95;1397.19
31366;0.56;1248.84
31367;1.86;1496.0
31368;10.04;1344.68
31369;8.21;1378.22
31370;3.84;589.39
31371;5.71;861.66
31372;9.26;666.96
31373;6.88;601.75
31374;11.78;558.94
31375;10.88;1444.85
31376;3.21;573.84
31377;3.5;1335.38
31378;11.01;599.63
31379;6.74;844.11
31380;0.69;250.04
31381;7.15;251.43
31382;11.44;1492.42
31383;3.71;1076.2
31384;6.93;1020.89
31385;10.38;177.55
31386;6.48;572.32
31387;3.83;1463.03
31388;6.58;1130.73
31389;2.78;808.16
31390;7.56;1462.91
31391;9.55;850.89
31392;5.89;510.75
31393;4.13;342.6
31394;9.84;654.78
31395;3.15;1041.0
31396;1.66;854.99
31397;8.18;336.26
31398;2.42;1445.21
31399;1.37;292.77
31400;5.93;220.06
31401;4.59;1400.92
31402;9.32;823.06
31403;6.15;608.22
31404;5.06;163.58
31405;2.18;774.99
31406;0.06;1482.44
31407;2.89;629.66
31408;10.89;384.35
31409;6.66;163.17
31410;6.73;1420.85
31411;10.81;1004.13
31412;2.37;240.72
31413;7.02;840.08
31414;2.11;545.48
31415;11.17;202.0
31416;4.77;562.69
31417;2.15;1462.49
31418;10.34;1476.83
31419;7.56;821.59
31420;7.65;1409.74
31421;10.63;446.48
31422;10.21;1399.73
31423;1.99;555.74
31424;9.82;762.07
31425;7.1;638.17
31426;9.7;619.03
31427;9.26;1085.68
31428;5.1;648.78
31429;11.11;620.85
31430;10.44;1271.19
31431;6.09;1037.4
31432;5.01;673.91
31433;10.18;217.81
31434;10.37;521.85
31435;7.49;763.11
31436;6.56;1003.57
31437;7.16;1263.82
31438;2.9;496.72
31439;11.27;249.26
31440;8.89;809.98
31441;11.95;779.63
31442;3.01;753.78
31443;6.97;335.83
31444;4.58;980.05
31445;2.67;530.35
31446;4.25;909.71
31447;1.17;1412.44
31448;0.67;1161.44
31449;3.02;385.47
31450;2.08;566.22
31451;9.1;1243.96
31452;0.68;1010.38
31453;3.53;982.97
31454;6.31;1017.32
31455;8.96;341.7
31456;4.4;1119.01
31457;4.21;940.99
31458;3.59;854.42
31459;0.56;1325.63
31460;3.11;253.35
31461;7.36;631.4
31462;7.51;1494.48
31463;5.93;593.38
31464;9.99;681.47
31465;6.13;1394.49
31466;7.2;497.82
31467;11.57;1199.1
31468;11.34;771.49
31469;6.11;1074.26
31470;1.85;223.72
31471;5.65;857.65
31472;6.17;1165.41
31473;0.76;466.55
31474;1.09;1400.46
31475;8.55;754.7
31476;9.7;1261.3
31477;2.74;558.86
31478;0.59;1297.07
31479;7.31;814.87
31480;4.7;1041.03
31481;11.14;1051.23
31482;1.55;1257.47
31483;4.09;1366.53
31484;6.06;1499.72
31485;1.2;282.03
31486;2.89;338.59
31487;1.41;969.48
31488;3.9;681.86
31489;8.18;1176.05
31490;10.87;1468.48
31491;6.13;189.04
31492;2.4;604.33
31493;0.92;786.33
31494;10.2;615.79
31495;0.67;1330.15
31496;11.37;308.4
31497;4.0;946.03
31498;5.3;540.89
31499;11.22;853.37
31500;2.53;1028.97
31501;7.62;1349.9
31502;4.8;1490.14
31503;4.78;920.51
31504;6.49;447.24
31505;11.48;193.52
31506;9.66;1040.0
31507;11.64;248.08
31508;5.78;816.31
31509;3.92;1432.31
31510;4.07;733.62
31511;2.34;163.22
31512;4.73;1307.54
31513;4.6;1080.38
31514;1.12;1473.46
31515;10.33;321.16
31516;4.92;207.84
31517;9.39;293.73
31518;0.79;646.68
31519;2.73;924.75
31520;10.54;831.08
31521;3.58;1210.7
31522;2.6;1005.68
31523;11.49;1469.86
31524;8.27;937.08
31525;11.41;738.02
31526;1.15;698.76
31527;6.28;878.2
31528;0.6;1059.02
31529;4.24;1256.53
31530;0.2;272.11
31531;5.08;1082.85
31532;6.41;1461.76
31533;10.89;184.61
31534;5.8;995.99
31535;11.0;552.62
31536;1.87;555.68
31537;7.24;992.34
31538;10.36;420.52
31539;6.27;194.68
31540;8.82;429.88
31541;7.31;1200.09
31542;8.75;215.66
31543;9.02;691.35
31544;2.46;1035.42
31545;11.69;1323.95
31546;2.85;1494.18
31547;9.1;847.56
31548;0.69;698.54
31549;7.75;906.51
31550;7.54;1499.14
31551;5.18;633.89
31552;7.25;844.13
31553;1.1;344.8
31554;1.11;747.65
31555;3.77;705.62
31556;1.0;466.56
31557;6.89;806.42
31558;0.63;480.27
31559;5.34;1373.68
31560;6.65;829.59
31561;1.24;1251.67
31562;8.91;861.85
31563;3.28;716.66
31564;4.51;368.78
31565;11.91;209.96
31566;8.36;305.2
31567;6.47;1462.95
31568;2.34;1368.35
31569;2.94;1043.9
31570;5.24;1064.07
31571;0.77;885.7
31572;4.88;1271.85
31573;2.27;935.08
31574;10.11;777.96
31575;10.14;451.76
31576;3.48;874.95
31577;5.51;886.5
31578;6.33;1233.88
31579;2.84;200.93
31580;0.84;1242.97
31581;5.65;1051.13
31582;8.88;305.07
31583;11.08;924.81
31584;11.05;1285.27
31585;8.0;170.25
31586;5.37;402.66
